id,ids,display_name,display_name_alternatives,affiliations,cited_by_count,last_known_institutions,orcid,summary_stats,works_count,counts_by_year,concepts,created_date,updated_date,x_concepts,university_key
https://openalex.org/A5048264797,"{'openalex': 'https://openalex.org/A5048264797', 'orcid': None, 'scopus': None, 'twitter': None}",Nathalie Michaux-Leblond,['N. Michaux‐Leblond' 'Nathalie Michaux‐Leblond'],"[{'institution': {'country_code': None, 'display_name': 'Laboratoire de Mathématiques Nicolas Oresme', 'id': 'https://openalex.org/I4387155825', 'lineage': array(['https://openalex.org/I1294671590',
        'https://openalex.org/I4210105918',
        'https://openalex.org/I4387155825',
        'https://openalex.org/I98702875'], dtype=object), 'ror': 'https://ror.org/03jm2hc44', 'type': 'facility'}, 'years': array([2019, 2017])}
 {'institution': {'country_code': 'FR', 'display_name': 'Centre National de la Recherche Scientifique', 'id': 'https://openalex.org/I1294671590', 'lineage': array(['https://openalex.org/I1294671590'], dtype=object), 'ror': 'https://ror.org/02feahw73', 'type': 'government'}, 'years': array([2019, 2017])}
 {'institution': {'country_code': 'FR', 'display_name': 'Normandie Université', 'id': 'https://openalex.org/I4210105918', 'lineage': array(['https://openalex.org/I4210105918'], dtype=object), 'ror': 'https://ror.org/01k40cz91', 'type': 'funder'}, 'years': array([2019, 2017])}
 {'institution': {'country_code': 'FR', 'display_name': 'Université de Caen Normandie', 'id': 'https://openalex.org/I98702875', 'lineage': array(['https://openalex.org/I4210105918',
        'https://openalex.org/I98702875'], dtype=object), 'ror': 'https://ror.org/051kpcy16', 'type': 'funder'}, 'years': array([2019, 2017, 1998])}
 {'institution': {'country_code': 'FR', 'display_name': 'Laboratoire de Mathématiques', 'id': 'https://openalex.org/I4210155549', 'lineage': array(['https://openalex.org/I1294671590',
        'https://openalex.org/I198244214',
        'https://openalex.org/I4210141950',
        'https://openalex.org/I4210155549'], dtype=object), 'ror': 'https://ror.org/05sd5r855', 'type': 'facility'}, 'years': array([2019, 2017])}
 {'institution': {'country_code': 'FR', 'display_name': 'Laboratoire de Mécanique et Génie Civil', 'id': 'https://openalex.org/I4210115072', 'lineage': array(['https://openalex.org/I1294671590',
        'https://openalex.org/I19894307',
        'https://openalex.org/I4210095849',
        'https://openalex.org/I4210115072'], dtype=object), 'ror': 'https://ror.org/02fke9256', 'type': 'facility'}, 'years': array([1999])}
 {'institution': {'country_code': 'FR', 'display_name': 'Université Le Havre Normandie', 'id': 'https://openalex.org/I141576021', 'lineage': array(['https://openalex.org/I141576021',
        'https://openalex.org/I4210105918'], dtype=object), 'ror': 'https://ror.org/05v509s40', 'type': 'education'}, 'years': array([1997, 1996])}                                   ]",50,"[{'country_code': None, 'display_name': 'Laboratoire de Mathématiques Nicolas Oresme', 'id': 'https://openalex.org/I4387155825', 'lineage': array(['https://openalex.org/I1294671590',
        'https://openalex.org/I4210105918',
        'https://openalex.org/I4387155825',
        'https://openalex.org/I98702875'], dtype=object), 'ror': 'https://ror.org/03jm2hc44', 'type': 'facility'}
 {'country_code': 'FR', 'display_name': 'Laboratoire de Mathématiques', 'id': 'https://openalex.org/I4210155549', 'lineage': array(['https://openalex.org/I1294671590',
        'https://openalex.org/I198244214',
        'https://openalex.org/I4210141950',
        'https://openalex.org/I4210155549'], dtype=object), 'ror': 'https://ror.org/05sd5r855', 'type': 'facility'}                                                    ]",,"{'2yr_mean_citedness': 0.0, 'h_index': 3, 'i10_index': 2}",11,"[{'cited_by_count': 8, 'works_count': 0, 'year': 2024}
 {'cited_by_count': 14, 'works_count': 0, 'year': 2023}
 {'cited_by_count': 8, 'works_count': 0, 'year': 2022}
 {'cited_by_count': 12, 'works_count': 0, 'year': 2021}
 {'cited_by_count': 7, 'works_count': 0, 'year': 2020}
 {'cited_by_count': 3, 'works_count': 3, 'year': 2019}
 {'cited_by_count': 5, 'works_count': 0, 'year': 2018}
 {'cited_by_count': 1, 'works_count': 7, 'year': 2017}
 {'cited_by_count': 1, 'works_count': 0, 'year': 2016}
 {'cited_by_count': 1, 'works_count': 0, 'year': 2013}
 {'cited_by_count': 1, 'works_count': 0, 'year': 2012}]",[],2023-07-21,2025-04-24T14:33:40.117562,"[{'display_name': 'Physics', 'id': 'https://openalex.org/C121332964', 'level': 0, 'score': 136.4, 'wikidata': 'https://www.wikidata.org/wiki/Q413'}
 {'display_name': 'Philosophy', 'id': 'https://openalex.org/C138885662', 'level': 0, 'score': 100.0, 'wikidata': 'https://www.wikidata.org/wiki/Q5891'}
 {'display_name': 'Humanities', 'id': 'https://openalex.org/C15708023', 'level': 1, 'score': 81.8, 'wikidata': 'https://www.wikidata.org/wiki/Q80083'}
 {'display_name': 'Art', 'id': 'https://openalex.org/C142362112', 'level': 0, 'score': 81.8, 'wikidata': 'https://www.wikidata.org/wiki/Q735'}
 {'display_name': 'Engineering', 'id': 'https://openalex.org/C127413603', 'level': 0, 'score': 36.4, 'wikidata': 'https://www.wikidata.org/wiki/Q11023'}
 {'display_name': 'Mathematics', 'id': 'https://openalex.org/C33923547', 'level': 0, 'score': 27.3, 'wikidata': 'https://www.wikidata.org/wiki/Q395'}
 {'display_name': 'Computer science', 'id': 'https://openalex.org/C41008148', 'level': 0, 'score': 27.3, 'wikidata': 'https://www.wikidata.org/wiki/Q21198'}
 {'display_name': 'Quantum mechanics', 'id': 'https://openalex.org/C62520636', 'level': 1, 'score': 27.3, 'wikidata': 'https://www.wikidata.org/wiki/Q944'}
 {'display_name': 'Thermodynamics', 'id': 'https://openalex.org/C97355855', 'level': 1, 'score': 27.3, 'wikidata': 'https://www.wikidata.org/wiki/Q11473'}]",FR_ULHN
